tree_id,parent_tree_id,split_from_path,root_path,n_measures
1281,1276.0,share > of,share > of > buses > and > trains > in > inland > passenger > transport,1
1282,1276.0,share > of,share > of > degree > mobile > graduates > from > abroad > by > education > level > sex > and > country > of > origin,1
1283,1276.0,share > of,share > of > digital > platform > workers > in > the > last > 12 > months > by,2
1284,1276.0,share > of,share > of > employment > in > eu > member > states > supported > by > eu > exports > figaro > application,1
1285,1276.0,share > of,share > of > energy > from > renewable > sources,1
1286,1276.0,share > of,share > of > enterprises > turnover > on > e > commerce,1
1287,1276.0,share > of,share > of > environmental > taxes > in > total > tax > revenues,1
1288,1276.0,share > of,share > of > exports > of > advanced > economies,1
1289,1276.0,share > of,share > of > family > farms > by > nuts > 2 > regions,1
1290,1276.0,share > of,share > of > female > researchers > by > sector > of > performance,1
1291,1276.0,share > of,share > of > forest > area,1
1292,1276.0,share > of,share > of > fossil > fuels > in > gross > available > energy,1
1293,1276.0,share > of,share > of > fuels > in > final > energy > consumption,1
1294,1276.0,share > of,share > of > government > budget > appropriations > or > outlays > on > research > and > development,1
1295,1276.0,share > of,share > of > irrigable > and > irrigated > areas > in > utilised > agricultural > area > uaa > by > nuts > 2 > regions,1
1296,1276.0,share > of,share > of > landcover > types > affected > by > severe > erosion,1
1297,1276.0,share > of,share > of > main,2
1298,1276.0,share > of,share > of > mobile > students > from > abroad > enrolled > by > education > level > sex > and > country > of > origin,1
1299,1276.0,share > of,share > of > organic > crop > area > out > of > the > total > utilised > agricultural > area > uaa > until,1
1300,1276.0,share > of,share > of > persons > who > cannot > afford > a,5
1301,1276.0,share > of,share > of > population,2
1302,1276.0,share > of,share > of > rail > and > inland > waterways > in > inland > freight > transport,1
1303,1276.0,share > of,share > of > renewable,3
1304,1276.0,share > of,share > of > total > population,4
1305,1276.0,share > of,share > of > trade > with > the > eu27 > from,1
1306,1276.0,share > of,share > of > value > added > in > eu > member > states > supported > by > eu > exports > figaro > application,1
1307,1276.0,share > of,share > of > women > researchers,2
1308,,,sheep,4
1309,,,shift,2
1310,,,short,10
1311,1310.0,short,short > sea > shipping,6
1312,1310.0,short,short > stay > accommodation > offered > via > collaborative > economy > platforms > by,3
1313,1310.0,short,short > term > update > of > the > projected > population,1
1314,,,simplified,1
1315,,,single,1
1316,,,skills,1
1317,,,slaughtering,2
1318,,,smoking,6
1319,,,social,13
1320,1319.0,social,social > benefits,3
1321,1319.0,social,social > media > use > by,4
1322,1319.0,social,social > protection,5
1323,1322.0,social > protection,social > protection > expenditure,4
1324,1322.0,social > protection,social > protection > receipts > by > type,1
1325,1319.0,social,social > security > funds > debt,1
1326,,,soil,2
1327,1326.0,soil,soil > cover > by > nuts2 > regions,1
1328,1326.0,soil,soil > sealing > index,1
1329,,,solar,1
1330,,,source,1
1331,,,sources,2
1332,,,sourcing,1
1333,,,special,2
1334,1333.0,special,special > areas > and > other > farmland > by > nuts > 2 > regions,1
1335,1333.0,special,special > purpose > road > vehicles,1
1336,,,standardised,10
1337,1336.0,standardised,standardised > death > rate > due > to,2
1338,1336.0,standardised,standardised > preventable > and > treatable > mortality,1
1339,,,state,1
1340,,,statistical,1
1341,,,stock,9
1342,1341.0,stock,stock > levels > for,4
1343,1341.0,stock,stock > of,5
1344,1343.0,stock > of,stock > of > general > government > debt > security > liabilities > issued > as > green > bonds > one > off > data > collection > experimental > statistics,1
1345,,,strategies,1
1346,,,structural,1
1347,,,structure,19
1348,1347.0,structure > of,structure > of > agricultural > holdings > by,2
1349,1347.0,structure > of,structure > of > consumption > expenditure > by,8
1350,1347.0,structure > of,structure > of > earnings > survey,3
1351,1347.0,structure > of,structure > of > labour > cost > by > nace > rev,6
1352,,,students,21
1353,1352.0,students > in,students > in > isced > 1 > 3 > by,2
1354,1352.0,students > in,students > in > post > compulsory > education > as > of > the > total > population > of > post > compulsory > school > age,1
1355,,,subjective,5
1356,,,success,3
1357,,,sugar,2
1358,,,suicide,1
1359,,,suicides,1
1360,,,supplementary,7
1361,,,supply,21
1362,1361.0,supply > and,supply > and > transformation > of,4
1363,1361.0,supply > and,supply > and > use > of > products > within > forestry,1
1364,1361.0,supply > of,supply > of > biomass > annual > data,1
1365,1361.0,supply,supply > table > at > basic > prices > incl > transformation > into > purchasers > prices,2
1366,,,support,6
1367,,,surface,2
1368,,,surgical,2
1369,1368.0,surgical,surgical > operations > and > procedures > performed > in > hospitals > by > icd > 9 > cm > historical > data,1
1370,1368.0,surgical,surgical > procedures,1
1371,,,suspects,4
1372,1371.0,suspects,suspects > and > offenders > by,3
1373,1371.0,suspects,suspects > of > migrant > smuggling > by > citizenship,1
1374,,,symmetric,4
1375,,,table,7
1376,1375.0,table,table > grape > vines > area > by,3
1377,1375.0,table,table > of,4
1378,1377.0,table > of,table > of > taxes > less > subsidies > on,2
1379,1377.0,table > of,table > of > trade > and > transport > margins,2
1380,,,tables,8
1381,,,tax,4
1382,,,teachers,3
1383,1382.0,teachers,teachers > isced > 0 > 4 > and > academic > staff > isced > 5 > 6 > by,2
1384,1382.0,teachers,teachers > working > part > time > as > of > all > teachers > by > education > level,1
1385,,,teaching,1
1386,,,technical,2
1387,1386.0,technical,technical > and > vocational > education > training > tvet,1
1388,1386.0,technical,technical > resources > in > hospital,1
1389,,,temporary,16
1390,,,tenure,1
1391,,,terms,1
1392,,,territorialised,1
1393,,,tertiary,10
1394,,,the,3
1395,1394.0,the,the > european > innovation > scoreboard > indicators,1
1396,1394.0,the,the > first > community > innovation > light > survey > cis > light,1
1397,1394.0,the,the > real > gross > disposable > income > of > households > per > capita > index,1
1398,,,third,12
1399,,,tier,1
1400,,,time,22
1401,1400.0,time > spent,time > spent > alone,1
1402,1400.0,time > spent,time > spent > providing > childcare > as > main > or > secondary > activity,1
1403,,,top,7
1404,,,total,42
1405,1404.0,total,total > absences > from > work > by > sex > and > age > group > quarterly > data,1
1406,1404.0,total,total > and > active > population > by > sex > age > employment > status > residence > one > year > prior > to > the > census > and > nuts > 3 > regions,1
1407,1404.0,total,total > area,2
1408,1404.0,total,total > economy > deficit > surplus,1
1409,1404.0,total,total > educational > expenditure > by > education > level > programme > orientation > and > type > of > source,1
1410,1404.0,total,total > employment > by > age > group,1
1411,1404.0,total,total > energy > supply > by > product,1
1412,1404.0,total,total > fertility > rate,2
1413,1404.0,total,total > financial > sector > liabilities,10
1414,1404.0,total,total > high > tech > trade > in > million > euro > and > as > a > percentage > of > total > from > sitc > rev > 4,1
1415,1404.0,total,total > housing > costs > in > pps > eu > silc > survey,1
1416,1404.0,total,total > length > of,2
1417,1404.0,total,total > population,6
1418,1417.0,total > population,total > population > candidate > countries > and > potential > candidates,1
1419,1404.0,total,total > researchers > by > sectors > of > performance,2
1420,1404.0,total,total > services > detailed > geographical > breakdown > by > eu > member > states,2
1421,1404.0,total,total > unemployment > rate,1
1422,,,tourism,1
1423,,,tractive,1
1424,,,trade,21
1425,,,trailers,2
1426,,,train,35
1427,,,trainsets,1
1428,,,transboundary,1
1429,,,transit,2
1430,,,transition,11
1431,1430.0,transition,transition > from,9
1432,1431.0,transition > from,transition > from > the,2
1433,1430.0,transition,transition > of,2
1434,,,transitions,3
1435,,,transport,9
1436,,,treatable,1
1437,,,treatment,3
1438,,,triadic,1
1439,,,trips,19
1440,,,tropical,1
1441,,,trust,4
1442,1441.0,trust,trust > in > others > by,2
1443,1441.0,trust,trust > security > and > privacy > smartphones,2
1444,,,turnover,57
1445,,,type,10
1446,1445.0,type > of,type > of > connections > to > the > internet > by,3
1447,1445.0,type > of,type > of > innovating > firms > engagement > in > r > d > by,2
1448,1445.0,type > of,type > of > partner > chosen > by,2
1449,1445.0,type > of,type > of > tenure > number > of > farms > and > areas > by,3
1450,,,types,2
1451,,,typical,2
1452,1451.0,typical,typical > dwelling > sizes > by > type > of > dwelling > in > each > surveyed > city,1
1453,1451.0,typical,typical > guarantors > in > obtaining > loan > finance > by > type > of > enterprise > and > nace > rev > 2,1
1454,,,unaccompanied,6
1455,,,under,2
1456,1455.0,under,under > 5 > mortality > rate > by > sex,1
1457,1455.0,under,under > glass > by > nuts > 2 > regions,1
1458,,,unemployed,3
1459,,,unemployment,55
1460,,,unilateral,1
1461,,,unit,6
1462,1461.0,unit,unit > labour > cost > performance > related > to > the > euro > area > annual > data,1
1463,,,unitisation,5
1464,,,urban,1
1465,,,use,18
1466,1465.0,use,use > and > risk > of > chemical > pesticides,1
1467,1465.0,use,use > of,13
1468,1467.0,use > of,use > of > electronic,2
1469,1467.0,use > of,use > of > renewables > for,3
1470,1465.0,use,use > table > at,4
1471,,,user,1
1472,,,usual,2
1473,,,usually,1
1474,,,utilised,2
1475,,,vat,1
1476,,,vaccination,1
1477,,,valid,1
1478,,,value,5
1479,1478.0,value,value > added,2
1480,1478.0,value,value > of > e > commerce > sales > by,3
1481,,,vegetables,4
1482,1481.0,vegetables,vegetables > by > nuts > 2 > regions,1
1483,1481.0,vegetables,vegetables > melons > strawberries,3
1484,,,vehicle,1
1485,,,vessel,1
1486,,,vessels,3
1487,,,victims,5
1488,1487.0,victims,victims > in > road > accidents > by > nuts > 2 > regions,1
1489,1487.0,victims,victims > of,4
1490,1489.0,victims > of,victims > of > intentional > homicide > and > sexual > exploitation > by > age > and > sex,1
1491,1489.0,victims > of,victims > of > trafficking > in > human > beings > by,3
1492,,,vineyards,2
1493,,,volume,8
1494,1493.0,volume > of,volume > of > containers,3
1495,1493.0,volume > of,volume > of > job > related > non > formal > education > and > training > per > participant > in > the > last > 12 > months > by > duration > sex > and > age,1
1496,1493.0,volume > of,volume > of > timber,2
1497,,,wagons,1
1498,,,walking,1
1499,,,waste,4
1500,,,water,11
1501,,,way,1
1502,,,websites,2
1503,,,weekly,2
1504,,,weights,2
1505,,,wheat,1
1506,,,who,2
1507,,,wholesale,1
1508,,,wine,3
1509,,,women,38
1510,,,work,3
1511,1510.0,work,work > from > home > from > an > external > site > or > on > the > move,1
1512,1510.0,work,work > on > weekends > by > sex > age > professional > status > and > occupation,1
1513,1510.0,work,work > related > health > problems > in > by > sex,1
1514,,,young,25
1515,,,youth,16
1516,1515.0,youth,youth > transitions > from > education > to > working > life > in > europe > in > number > of > months,1
