tree_id,node_id,parent_id,depth,edge_label,full_path,n_children,n_terminal_here,n_measures_subtree,is_branch_point,examples
583,1,0,1,1 1 c o excluding l,mean > hourly > earnings > by > nuts > 1 > regions > enterprises > with > 10 > employees > or > more > nace > rev > 1 > 1 > c > o > excluding > l,0,1,1,False,"Mean hourly earnings by NUTS 1 regions (enterprises with 10 employees or more) - NACE Rev. 1.1, C-O excluding L"
583,2,0,1,2 b s excluding o,mean > hourly > earnings > by > nuts > 1 > regions > enterprises > with > 10 > employees > or > more > nace > rev > 2 > b > s > excluding > o,0,1,1,False,"Mean hourly earnings by NUTS 1 regions (enterprises with 10 employees or more) - NACE Rev. 2, B-S excluding O"
584,0,-1,0,instruction hours per,mean > instruction > hours > per,2,0,5,True,Mean instruction hours per employed participant in non-formal education and training by sex and NACE Rev. 1.1 activity | Mean instruction hours per employed participant in non-formal education and training by sex and occupation | Mean instruction hours per participant in non-formal education and training by field of learning
584,1,0,1,employed participant in non formal education and training by sex and,mean > instruction > hours > per > employed > participant > in > non > formal > education > and > training > by > sex > and,2,0,2,True,Mean instruction hours per employed participant in non-formal education and training by sex and NACE Rev. 1.1 activity | Mean instruction hours per employed participant in non-formal education and training by sex and occupation
584,2,1,2,nace rev 1 1 activity,mean > instruction > hours > per > employed > participant > in > non > formal > education > and > training > by > sex > and > nace > rev > 1 > 1 > activity,0,1,1,False,Mean instruction hours per employed participant in non-formal education and training by sex and NACE Rev. 1.1 activity
584,3,1,2,occupation,mean > instruction > hours > per > employed > participant > in > non > formal > education > and > training > by > sex > and > occupation,0,1,1,False,Mean instruction hours per employed participant in non-formal education and training by sex and occupation
584,4,0,1,participant in non formal education and training by,mean > instruction > hours > per > participant > in > non > formal > education > and > training > by,2,0,3,True,Mean instruction hours per participant in non-formal education and training by field of learning | Mean instruction hours per participant in non-formal education and training by sex and age | Mean instruction hours per participant in non-formal education and training by sex and labour status
584,5,4,2,field of learning,mean > instruction > hours > per > participant > in > non > formal > education > and > training > by > field > of > learning,0,1,1,False,Mean instruction hours per participant in non-formal education and training by field of learning
584,6,4,2,sex and,mean > instruction > hours > per > participant > in > non > formal > education > and > training > by > sex > and,2,0,2,True,Mean instruction hours per participant in non-formal education and training by sex and age | Mean instruction hours per participant in non-formal education and training by sex and labour status
584,7,6,3,age,mean > instruction > hours > per > participant > in > non > formal > education > and > training > by > sex > and > age,0,1,1,False,Mean instruction hours per participant in non-formal education and training by sex and age
584,8,6,3,labour status,mean > instruction > hours > per > participant > in > non > formal > education > and > training > by > sex > and > labour > status,0,1,1,False,Mean instruction hours per participant in non-formal education and training by sex and labour status
585,0,-1,0,number of deprivation items among the children deprived children aged less than 16 years,mean > number > of > deprivation > items > among > the > children > deprived > children > aged > less > than > 16 > years,0,1,1,False,Mean number of deprivation items among the children deprived (children aged less than 16 years)
586,0,-1,0,meat,meat,2,0,2,True,Meat (total production) | Meat production
586,1,0,1,total production,meat > total > production,0,1,1,False,Meat (total production)
586,2,0,1,production,meat > production,0,1,1,False,Meat production
587,0,-1,0,median,median,6,0,17,True,"Median age by sex | Median age of residents by sex and country of birth | Median hourly earnings, all employees (excluding apprentices) by age"
587,1,0,1,relative income of elderly people,median > relative > income > of > elderly > people,2,0,2,True,Median relative income of elderly people (60+) - EU-SILC survey | Median relative income of elderly people - EU-SILC survey
587,2,1,2,60 eu silc survey,median > relative > income > of > elderly > people > 60 > eu > silc > survey,0,1,1,False,Median relative income of elderly people (60+) - EU-SILC survey
587,3,1,2,eu silc survey,median > relative > income > of > elderly > people > eu > silc > survey,0,1,1,False,Median relative income of elderly people - EU-SILC survey
588,0,-1,0,age,median > age,2,0,2,True,Median age by sex | Median age of residents by sex and country of birth
588,1,0,1,by sex,median > age > by > sex,0,1,1,False,Median age by sex
588,2,0,1,of residents by sex and country of birth,median > age > of > residents > by > sex > and > country > of > birth,0,1,1,False,Median age of residents by sex and country of birth
589,0,-1,0,hourly earnings all employees excluding apprentices by,median > hourly > earnings > all > employees > excluding > apprentices > by,2,0,2,True,"Median hourly earnings, all employees (excluding apprentices) by age | Median hourly earnings, all employees (excluding apprentices) by sex"
589,1,0,1,age,median > hourly > earnings > all > employees > excluding > apprentices > by > age,0,1,1,False,"Median hourly earnings, all employees (excluding apprentices) by age"
589,2,0,1,sex,median > hourly > earnings > all > employees > excluding > apprentices > by > sex,0,1,1,False,"Median hourly earnings, all employees (excluding apprentices) by sex"
590,0,-1,0,number of weekly hours of,median > number > of > weekly > hours > of,2,0,2,True,Median number of weekly hours of formal care by age group - children with at least 1 hour of formal care - EU-SILC survey | Median number of weekly hours of other types of care by age group - children with at least one hour of other types of care - EU-SILC survey
590,1,0,1,formal care by age group children with at least 1 hour of formal care eu silc survey,median > number > of > weekly > hours > of > formal > care > by > age > group > children > with > at > least > 1 > hour > of > formal > care > eu > silc > survey,0,1,1,False,Median number of weekly hours of formal care by age group - children with at least 1 hour of formal care - EU-SILC survey
590,2,0,1,other types of care by age group children with at least one hour of other types of care eu silc survey,median > number > of > weekly > hours > of > other > types > of > care > by > age > group > children > with > at > least > one > hour > of > other > types > of > care > eu > silc > survey,0,1,1,False,Median number of weekly hours of other types of care by age group - children with at least one hour of other types of care - EU-SILC survey
591,0,-1,0,of the housing cost burden distribution by,median > of > the > housing > cost > burden > distribution > by,4,0,4,True,Median of the housing cost burden distribution by age group - EU-SILC survey | Median of the housing cost burden distribution by degree of urbanisation - EU-SILC survey | Median of the housing cost burden distribution by poverty status - EU-SILC survey
591,1,0,1,age group eu silc survey,median > of > the > housing > cost > burden > distribution > by > age > group > eu > silc > survey,0,1,1,False,Median of the housing cost burden distribution by age group - EU-SILC survey
591,2,0,1,degree of urbanisation eu silc survey,median > of > the > housing > cost > burden > distribution > by > degree > of > urbanisation > eu > silc > survey,0,1,1,False,Median of the housing cost burden distribution by degree of urbanisation - EU-SILC survey
591,3,0,1,poverty status eu silc survey,median > of > the > housing > cost > burden > distribution > by > poverty > status > eu > silc > survey,0,1,1,False,Median of the housing cost burden distribution by poverty status - EU-SILC survey
591,4,0,1,sex eu silc survey,median > of > the > housing > cost > burden > distribution > by > sex > eu > silc > survey,0,1,1,False,Median of the housing cost burden distribution by sex - EU-SILC survey
592,0,-1,0,saving rate by,median > saving > rate > by,5,0,5,True,Median saving rate by activity status of the reference person - experimental statistics | Median saving rate by degree of urbanisation - experimental statistics | Median saving rate by household type - experimental statistics
592,1,0,1,activity status of the reference person experimental statistics,median > saving > rate > by > activity > status > of > the > reference > person > experimental > statistics,0,1,1,False,Median saving rate by activity status of the reference person - experimental statistics
592,2,0,1,degree of urbanisation experimental statistics,median > saving > rate > by > degree > of > urbanisation > experimental > statistics,0,1,1,False,Median saving rate by degree of urbanisation - experimental statistics
592,3,0,1,household type experimental statistics,median > saving > rate > by > household > type > experimental > statistics,0,1,1,False,Median saving rate by household type - experimental statistics
592,4,0,1,income quintile experimental statistics,median > saving > rate > by > income > quintile > experimental > statistics,0,1,1,False,Median saving rate by income quintile - experimental statistics
592,5,0,1,the self declared level of difficulty to make ends meet experimental statistics,median > saving > rate > by > the > self > declared > level > of > difficulty > to > make > ends > meet > experimental > statistics,0,1,1,False,Median saving rate by the self-declared level of difficulty to make ends meet - experimental statistics
593,0,-1,0,minimum,minimum,1,0,1,False,Minimum wages
593,1,0,1,wages,minimum > wages,0,1,1,False,Minimum wages
594,0,-1,0,modal,modal,2,0,5,True,"Modal shift potential of long-distance road freight in containers - tonne | Modal shift potential of long-distance road freight in containers - tonne-kilometre | Modal split of air, sea and inland freight transport"
595,0,-1,0,shift potential of long distance road freight in containers tonne,modal > shift > potential > of > long > distance > road > freight > in > containers > tonne,1,1,2,False,Modal shift potential of long-distance road freight in containers - tonne | Modal shift potential of long-distance road freight in containers - tonne-kilometre
595,1,0,1,kilometre,modal > shift > potential > of > long > distance > road > freight > in > containers > tonne > kilometre,0,1,1,False,Modal shift potential of long-distance road freight in containers - tonne-kilometre
596,0,-1,0,split of,modal > split > of,2,0,3,True,"Modal split of air, sea and inland freight transport | Modal split of air, sea and inland passenger transport | Modal split of inland freight transport"
596,1,0,1,air sea and inland,modal > split > of > air > sea > and > inland,2,0,2,True,"Modal split of air, sea and inland freight transport | Modal split of air, sea and inland passenger transport"
596,2,1,2,freight transport,modal > split > of > air > sea > and > inland > freight > transport,0,1,1,False,"Modal split of air, sea and inland freight transport"
596,3,1,2,passenger transport,modal > split > of > air > sea > and > inland > passenger > transport,0,1,1,False,"Modal split of air, sea and inland passenger transport"
596,4,0,1,inland freight transport,modal > split > of > inland > freight > transport,0,1,1,False,Modal split of inland freight transport
597,0,-1,0,money,money,2,0,3,True,Money market interest rates | Money market interest rates - annual data | Money supply and official reserves
598,0,-1,0,market interest rates,money > market > interest > rates,1,1,2,False,Money market interest rates | Money market interest rates - annual data
598,1,0,1,annual data,money > market > interest > rates > annual > data,0,1,1,False,Money market interest rates - annual data
599,0,-1,0,supply and official reserves,money > supply > and > official > reserves,0,1,1,False,Money supply and official reserves
600,0,-1,0,monthly,monthly,2,0,6,True,"Monthly earnings by economic control (enterprises with 10 employed persons or more) - NACE Rev. 1.1, C-O excluding L | Monthly earnings by economic control (enterprises with 10 employed persons or more) - NACE Rev. 2, B-S excluding O | Monthly earnings by quantiles and contractual working time (enterprises with 10 employed persons or more) - NACE Rev. 1.1, C-O excluding L"
601,0,-1,0,earnings by,monthly > earnings > by,2,0,4,True,"Monthly earnings by economic control (enterprises with 10 employed persons or more) - NACE Rev. 1.1, C-O excluding L | Monthly earnings by economic control (enterprises with 10 employed persons or more) - NACE Rev. 2, B-S excluding O | Monthly earnings by quantiles and contractual working time (enterprises with 10 employed persons or more) - NACE Rev. 1.1, C-O excluding L"
601,1,0,1,economic control enterprises with 10 employed persons or more nace rev,monthly > earnings > by > economic > control > enterprises > with > 10 > employed > persons > or > more > nace > rev,2,0,2,True,"Monthly earnings by economic control (enterprises with 10 employed persons or more) - NACE Rev. 1.1, C-O excluding L | Monthly earnings by economic control (enterprises with 10 employed persons or more) - NACE Rev. 2, B-S excluding O"
601,2,1,2,1 1 c o excluding l,monthly > earnings > by > economic > control > enterprises > with > 10 > employed > persons > or > more > nace > rev > 1 > 1 > c > o > excluding > l,0,1,1,False,"Monthly earnings by economic control (enterprises with 10 employed persons or more) - NACE Rev. 1.1, C-O excluding L"
601,3,1,2,2 b s excluding o,monthly > earnings > by > economic > control > enterprises > with > 10 > employed > persons > or > more > nace > rev > 2 > b > s > excluding > o,0,1,1,False,"Monthly earnings by economic control (enterprises with 10 employed persons or more) - NACE Rev. 2, B-S excluding O"
601,4,0,1,quantiles and contractual working time enterprises with 10 employed persons or more nace rev,monthly > earnings > by > quantiles > and > contractual > working > time > enterprises > with > 10 > employed > persons > or > more > nace > rev,2,0,2,True,"Monthly earnings by quantiles and contractual working time (enterprises with 10 employed persons or more) - NACE Rev. 1.1, C-O excluding L | Monthly earnings by quantiles and contractual working time (enterprises with 10 employed persons or more) - NACE Rev. 2, B-S excluding O"
601,5,4,2,1 1 c o excluding l,monthly > earnings > by > quantiles > and > contractual > working > time > enterprises > with > 10 > employed > persons > or > more > nace > rev > 1 > 1 > c > o > excluding > l,0,1,1,False,"Monthly earnings by quantiles and contractual working time (enterprises with 10 employed persons or more) - NACE Rev. 1.1, C-O excluding L"
601,6,4,2,2 b s excluding o,monthly > earnings > by > quantiles > and > contractual > working > time > enterprises > with > 10 > employed > persons > or > more > nace > rev > 2 > b > s > excluding > o,0,1,1,False,"Monthly earnings by quantiles and contractual working time (enterprises with 10 employed persons or more) - NACE Rev. 2, B-S excluding O"
602,0,-1,0,minimum wage as a proportion of average monthly earnings nace rev,monthly > minimum > wage > as > a > proportion > of > average > monthly > earnings > nace > rev,2,0,2,True,Monthly minimum wage as a proportion of average monthly earnings (%) - NACE Rev. 1.1 | Monthly minimum wage as a proportion of average monthly earnings (%) - NACE Rev. 2 (from onwards)
602,1,0,1,1 1,monthly > minimum > wage > as > a > proportion > of > average > monthly > earnings > nace > rev > 1 > 1,0,1,1,False,Monthly minimum wage as a proportion of average monthly earnings (%) - NACE Rev. 1.1
602,2,0,1,2 from onwards,monthly > minimum > wage > as > a > proportion > of > average > monthly > earnings > nace > rev > 2 > from > onwards,0,1,1,False,Monthly minimum wage as a proportion of average monthly earnings (%) - NACE Rev. 2 (from onwards)
603,0,-1,0,motor,motor,1,0,1,False,"Motor coaches, buses and trolley buses, by type of vehicle"
603,1,0,1,coaches buses and trolley buses by type of vehicle,motor > coaches > buses > and > trolley > buses > by > type > of > vehicle,0,1,1,False,"Motor coaches, buses and trolley buses, by type of vehicle"
604,0,-1,0,motorcycles,motorcycles,1,0,1,False,Motorcycles by engine size
604,1,0,1,by engine size,motorcycles > by > engine > size,0,1,1,False,Motorcycles by engine size
605,0,-1,0,multinational,multinational,1,0,2,False,"Multinational enterprise groups in EU-EFTA countries by controlling country - experimental statistics | Multinational enterprise groups in EU-EFTA countries by controlling country, size class and NACE Rev.2 activity - experimental statistics"
605,1,0,1,enterprise groups in eu efta countries by controlling country,multinational > enterprise > groups > in > eu > efta > countries > by > controlling > country,2,0,2,True,"Multinational enterprise groups in EU-EFTA countries by controlling country - experimental statistics | Multinational enterprise groups in EU-EFTA countries by controlling country, size class and NACE Rev.2 activity - experimental statistics"
605,2,1,2,experimental statistics,multinational > enterprise > groups > in > eu > efta > countries > by > controlling > country > experimental > statistics,0,1,1,False,Multinational enterprise groups in EU-EFTA countries by controlling country - experimental statistics
605,3,1,2,size class and nace rev 2 activity experimental statistics,multinational > enterprise > groups > in > eu > efta > countries > by > controlling > country > size > class > and > nace > rev > 2 > activity > experimental > statistics,0,1,1,False,"Multinational enterprise groups in EU-EFTA countries by controlling country, size class and NACE Rev.2 activity - experimental statistics"
606,0,-1,0,municipal,municipal,1,0,3,False,Municipal waste | Municipal waste generated | Municipal waste per inhabitant
606,1,0,1,waste,municipal > waste,2,1,3,True,Municipal waste | Municipal waste generated | Municipal waste per inhabitant
606,2,1,2,generated,municipal > waste > generated,0,1,1,False,Municipal waste generated
606,3,1,2,per inhabitant,municipal > waste > per > inhabitant,0,1,1,False,Municipal waste per inhabitant
607,0,-1,0,national,national,4,0,5,True,National civil servants in central public administration | National expenditure on environmental protection | National passenger road transport performance by type of vehicles registered in the reporting country
608,0,-1,0,civil servants in central public administration,national > civil > servants > in > central > public > administration,0,1,1,False,National civil servants in central public administration
609,0,-1,0,expenditure on environmental protection,national > expenditure > on > environmental > protection,0,1,1,False,National expenditure on environmental protection
610,0,-1,0,passenger road transport performance by type of vehicles registered in the reporting country,national > passenger > road > transport > performance > by > type > of > vehicles > registered > in > the > reporting > country,0,1,1,False,National passenger road transport performance by type of vehicles registered in the reporting country
611,0,-1,0,road freight transport by region of,national > road > freight > transport > by > region > of,2,0,2,True,National road freight transport by region of loading (NUTS 3) and type of goods (t) - annual data (from onwards) | National road freight transport by region of unloading (NUTS 3) and type of goods (t) - annual data (from onwards)
611,1,0,1,loading nuts 3 and type of goods t annual data from onwards,national > road > freight > transport > by > region > of > loading > nuts > 3 > and > type > of > goods > t > annual > data > from > onwards,0,1,1,False,National road freight transport by region of loading (NUTS 3) and type of goods (t) - annual data (from onwards)
611,2,0,1,unloading nuts 3 and type of goods t annual data from onwards,national > road > freight > transport > by > region > of > unloading > nuts > 3 > and > type > of > goods > t > annual > data > from > onwards,0,1,1,False,National road freight transport by region of unloading (NUTS 3) and type of goods (t) - annual data (from onwards)
612,0,-1,0,natura,natura,1,0,1,False,Natura protected areas
612,1,0,1,protected areas,natura > protected > areas,0,1,1,False,Natura protected areas
613,0,-1,0,natural,natural,1,0,1,False,Natural gas import dependency by country of origin
613,1,0,1,gas import dependency by country of origin,natural > gas > import > dependency > by > country > of > origin,0,1,1,False,Natural gas import dependency by country of origin
614,0,-1,0,navigable,navigable,1,0,1,False,"Navigable inland waterways, by horizontal dimensions of vessels and pushed convoys"
614,1,0,1,inland waterways by horizontal dimensions of vessels and pushed convoys,navigable > inland > waterways > by > horizontal > dimensions > of > vessels > and > pushed > convoys,0,1,1,False,"Navigable inland waterways, by horizontal dimensions of vessels and pushed convoys"
615,0,-1,0,net,net,7,0,11,True,"Net Lending/Borrowing (current and capital account) - annual data | Net enrolment rates by sex and education level | Net external debt - annual data, % of GDP"
616,0,-1,0,lending borrowing current and capital account annual data,net > lending > borrowing > current > and > capital > account > annual > data,0,1,1,False,Net Lending/Borrowing (current and capital account) - annual data
617,0,-1,0,enrolment rates by sex and education level,net > enrolment > rates > by > sex > and > education > level,0,1,1,False,Net enrolment rates by sex and education level
618,0,-1,0,external debt,net > external > debt,2,0,2,True,"Net external debt - annual data, % of GDP | Net external debt - quarterly data, % of GDP"
618,1,0,1,annual data of gdp,net > external > debt > annual > data > of > gdp,0,1,1,False,"Net external debt - annual data, % of GDP"
618,2,0,1,quarterly data of gdp,net > external > debt > quarterly > data > of > gdp,0,1,1,False,"Net external debt - quarterly data, % of GDP"
619,0,-1,0,international investment position,net > international > investment > position,3,0,3,True,"Net international investment position - annual data | Net international investment position - quarterly data, % of GDP | Net international investment position excluding non-defaultable instruments - % of GDP"
619,1,0,1,annual data,net > international > investment > position > annual > data,0,1,1,False,Net international investment position - annual data
619,2,0,1,quarterly data of gdp,net > international > investment > position > quarterly > data > of > gdp,0,1,1,False,"Net international investment position - quarterly data, % of GDP"
619,3,0,1,excluding non defaultable instruments of gdp,net > international > investment > position > excluding > non > defaultable > instruments > of > gdp,0,1,1,False,Net international investment position excluding non-defaultable instruments - % of GDP
620,0,-1,0,occupancy rate of bed places and bedrooms in hotels and similar,net > occupancy > rate > of > bed > places > and > bedrooms > in > hotels > and > similar,2,0,2,True,"Net occupancy rate of bed-places and bedrooms in hotels and similar accommodation (NACE Rev. 2, I, 55.1) (from onwards) | Net occupancy rate of bed-places and bedrooms in hotels and similar accommodations (NACE Rev. 2, I, 55.1) - monthly data"
620,1,0,1,accommodation nace rev 2 i 55 1 from onwards,net > occupancy > rate > of > bed > places > and > bedrooms > in > hotels > and > similar > accommodation > nace > rev > 2 > i > 55 > 1 > from > onwards,0,1,1,False,"Net occupancy rate of bed-places and bedrooms in hotels and similar accommodation (NACE Rev. 2, I, 55.1) (from onwards)"
620,2,0,1,accommodations nace rev 2 i 55 1 monthly data,net > occupancy > rate > of > bed > places > and > bedrooms > in > hotels > and > similar > accommodations > nace > rev > 2 > i > 55 > 1 > monthly > data,0,1,1,False,"Net occupancy rate of bed-places and bedrooms in hotels and similar accommodations (NACE Rev. 2, I, 55.1) - monthly data"
621,0,-1,0,social protection benefits,net > social > protection > benefits,0,1,1,False,Net social protection benefits
622,0,-1,0,trade balance of energy products of gdp,net > trade > balance > of > energy > products > of > gdp,0,1,1,False,Net trade balance of energy products - % of GDP
623,0,-1,0,new,new,10,0,12,True,"New lorries by alternative motor energy and load capacity of +/- 1500 kg (until | New mopeds and motorcycles by type of motor energy | New motor coaches, buses and trolley buses , by type of vehicles"
623,1,0,1,lorries by alternative motor energy and load capacity of 1500 kg until,new > lorries > by > alternative > motor > energy > and > load > capacity > of > 1500 > kg > until,0,1,1,False,New lorries by alternative motor energy and load capacity of +/- 1500 kg (until
623,2,0,1,motor coaches buses and trolley buses by type of,new > motor > coaches > buses > and > trolley > buses > by > type > of,2,0,2,True,"New motor coaches, buses and trolley buses , by type of vehicles | New motor coaches, buses and trolley buses by type of motor energy (until"
623,3,2,2,vehicles,new > motor > coaches > buses > and > trolley > buses > by > type > of > vehicles,0,1,1,False,"New motor coaches, buses and trolley buses , by type of vehicles"
623,4,2,2,motor energy until,new > motor > coaches > buses > and > trolley > buses > by > type > of > motor > energy > until,0,1,1,False,"New motor coaches, buses and trolley buses by type of motor energy (until"
623,5,0,1,passenger cars motor coaches buses and trolley buses by alternative motor energy until,new > passenger > cars > motor > coaches > buses > and > trolley > buses > by > alternative > motor > energy > until,0,1,1,False,"New passenger cars, motor coaches, buses and trolley buses by alternative motor energy (until"
623,6,0,1,road tractors by type of motor energy until,new > road > tractors > by > type > of > motor > energy > until,0,1,1,False,New road tractors by type of motor energy (until
624,0,-1,0,mopeds and motorcycles by type of motor energy,new > mopeds > and > motorcycles > by > type > of > motor > energy,0,1,1,False,New mopeds and motorcycles by type of motor energy
625,0,-1,0,motorcycles by engine size,new > motorcycles > by > engine > size,0,1,1,False,New motorcycles by engine size
626,0,-1,0,semi trailers and their load capacity by permissible maximum gross weight,new > semi > trailers > and > their > load > capacity > by > permissible > maximum > gross > weight,0,1,1,False,"New semi-trailers and their load capacity, by permissible maximum gross weight"
627,0,-1,0,special purpose road vehicles,new > special > purpose > road > vehicles,0,1,1,False,New special purpose road vehicles
628,0,-1,0,trailers and their load capacity,new > trailers > and > their > load > capacity,2,0,2,True,"New trailers and their load capacity (until | New trailers and their load capacity, by permissible maximum gross weight"
628,1,0,1,until,new > trailers > and > their > load > capacity > until,0,1,1,False,New trailers and their load capacity (until
628,2,0,1,by permissible maximum gross weight,new > trailers > and > their > load > capacity > by > permissible > maximum > gross > weight,0,1,1,False,"New trailers and their load capacity, by permissible maximum gross weight"
629,0,-1,0,trams,new > trams,0,1,1,False,New trams
630,0,-1,0,newly,newly,1,0,1,False,Newly employed
630,1,0,1,employed,newly > employed,0,1,1,False,Newly employed
631,0,-1,0,nights,nights,1,0,5,False,Nights spent at tourism accommodation establishments | Nights spent at tourist accommodation establishments by country/world region of residence of the tourist | Nights spent at tourist accommodation establishments by residents/non-residents
631,1,0,1,spent,nights > spent,2,0,5,True,Nights spent at tourism accommodation establishments | Nights spent at tourist accommodation establishments by country/world region of residence of the tourist | Nights spent at tourist accommodation establishments by residents/non-residents
631,2,1,2,at,nights > spent > at,2,0,4,True,Nights spent at tourism accommodation establishments | Nights spent at tourist accommodation establishments by country/world region of residence of the tourist | Nights spent at tourist accommodation establishments by residents/non-residents
631,3,2,3,tourism accommodation establishments,nights > spent > at > tourism > accommodation > establishments,0,1,1,False,Nights spent at tourism accommodation establishments
631,4,2,3,tourist accommodation establishments by,nights > spent > at > tourist > accommodation > establishments > by,2,0,3,True,Nights spent at tourist accommodation establishments by country/world region of residence of the tourist | Nights spent at tourist accommodation establishments by residents/non-residents | Nights spent at tourist accommodation establishments by residents/non-residents - monthly data
631,5,4,4,country world region of residence of the tourist,nights > spent > at > tourist > accommodation > establishments > by > country > world > region > of > residence > of > the > tourist,0,1,1,False,Nights spent at tourist accommodation establishments by country/world region of residence of the tourist
631,6,4,4,residents non residents,nights > spent > at > tourist > accommodation > establishments > by > residents > non > residents,1,1,2,False,Nights spent at tourist accommodation establishments by residents/non-residents | Nights spent at tourist accommodation establishments by residents/non-residents - monthly data
631,7,6,5,monthly data,nights > spent > at > tourist > accommodation > establishments > by > residents > non > residents > monthly > data,0,1,1,False,Nights spent at tourist accommodation establishments by residents/non-residents - monthly data
631,8,1,2,by type of accommodation,nights > spent > by > type > of > accommodation,0,1,1,False,Nights spent by type of accommodation
632,0,-1,0,nitrate,nitrate,1,0,1,False,Nitrate in groundwater
632,1,0,1,in groundwater,nitrate > in > groundwater,0,1,1,False,Nitrate in groundwater
633,0,-1,0,nitrogen,nitrogen,1,0,1,False,"Nitrogen dioxide concentrations in European capital cities - monthly averages, experimental statistics"
633,1,0,1,dioxide concentrations in european capital cities monthly averages experimental statistics,nitrogen > dioxide > concentrations > in > european > capital > cities > monthly > averages > experimental > statistics,0,1,1,False,"Nitrogen dioxide concentrations in European capital cities - monthly averages, experimental statistics"
634,0,-1,0,nominal,nominal,3,0,6,True,Nominal effective exchange rate – 42 trading partners | Nominal effective exchange rate – euro area trading partners | Nominal labour productivity per person employed
634,1,0,1,labour productivity per person employed,nominal > labour > productivity > per > person > employed,0,1,1,False,Nominal labour productivity per person employed
635,0,-1,0,effective exchange rate,nominal > effective > exchange > rate,2,0,2,True,Nominal effective exchange rate – 42 trading partners | Nominal effective exchange rate – euro area trading partners
635,1,0,1,42 trading partners,nominal > effective > exchange > rate > 42 > trading > partners,0,1,1,False,Nominal effective exchange rate – 42 trading partners
635,2,0,1,euro area trading partners,nominal > effective > exchange > rate > euro > area > trading > partners,0,1,1,False,Nominal effective exchange rate – euro area trading partners
636,0,-1,0,unit labour cost,nominal > unit > labour > cost,2,0,3,True,"Nominal unit labour cost growth | Nominal unit labour cost per hour worked - 3 years % change | Nominal unit labour cost per hour worked - annual data, % changes and index = 100)"
636,1,0,1,growth,nominal > unit > labour > cost > growth,0,1,1,False,Nominal unit labour cost growth
636,2,0,1,per hour worked,nominal > unit > labour > cost > per > hour > worked,2,0,2,True,"Nominal unit labour cost per hour worked - 3 years % change | Nominal unit labour cost per hour worked - annual data, % changes and index = 100)"
636,3,2,2,3 years change,nominal > unit > labour > cost > per > hour > worked > 3 > years > change,0,1,1,False,Nominal unit labour cost per hour worked - 3 years % change
636,4,2,2,annual data changes and index 100,nominal > unit > labour > cost > per > hour > worked > annual > data > changes > and > index > 100,0,1,1,False,"Nominal unit labour cost per hour worked - annual data, % changes and index = 100)"
637,0,-1,0,non,non,4,0,6,True,"Non-autonomous pension funds | Non-financial accounts for institutions | Non-financial corporations debt - consolidated, % of GDP"
638,0,-1,0,autonomous pension funds,non > autonomous > pension > funds,0,1,1,False,Non-autonomous pension funds
639,0,-1,0,financial,non > financial,2,0,2,True,"Non-financial accounts for institutions | Non-financial corporations debt - consolidated, % of GDP"
640,0,-1,0,accounts for institutions,non > financial > accounts > for > institutions,0,1,1,False,Non-financial accounts for institutions
641,0,-1,0,corporations debt consolidated of gdp,non > financial > corporations > debt > consolidated > of > gdp,0,1,1,False,"Non-financial corporations debt - consolidated, % of GDP"
642,0,-1,0,household consumption volumes of,non > household > consumption > volumes > of,2,0,2,True,Non-household consumption volumes of electricity by consumption bands | Non-household consumption volumes of gas by consumption bands
642,1,0,1,electricity by consumption bands,non > household > consumption > volumes > of > electricity > by > consumption > bands,0,1,1,False,Non-household consumption volumes of electricity by consumption bands
642,2,0,1,gas by consumption bands,non > household > consumption > volumes > of > gas > by > consumption > bands,0,1,1,False,Non-household consumption volumes of gas by consumption bands
643,0,-1,0,residents among all hospital discharges,non > residents > among > all > hospital > discharges,0,1,1,False,"Non-residents among all hospital discharges, %"
644,0,-1,0,number,number,2,0,27,True,Number and length of district networks by type of network and efficiency of network | Number of accidents at work by NACE Rev. 1.1 activity and employment status | Number of accidents at work by NACE Rev. 1.1 activity and severity
645,0,-1,0,and length of district networks by type of network and efficiency of network,number > and > length > of > district > networks > by > type > of > network > and > efficiency > of > network,0,1,1,False,Number and length of district networks by type of network and efficiency of network
646,0,-1,0,of,number > of,18,0,26,True,Number of accidents at work by NACE Rev. 1.1 activity and employment status | Number of accidents at work by NACE Rev. 1.1 activity and severity | Number of accidents at work by NACE Rev. 1.1 activity and size of enterprise
647,0,-1,0,accidents at work by,number > of > accidents > at > work > by,2,0,4,True,Number of accidents at work by NACE Rev. 1.1 activity and employment status | Number of accidents at work by NACE Rev. 1.1 activity and severity | Number of accidents at work by NACE Rev. 1.1 activity and size of enterprise
648,0,-1,0,nace rev 1 1 activity and,number > of > accidents > at > work > by > nace > rev > 1 > 1 > activity > and,3,0,3,True,Number of accidents at work by NACE Rev. 1.1 activity and employment status | Number of accidents at work by NACE Rev. 1.1 activity and severity | Number of accidents at work by NACE Rev. 1.1 activity and size of enterprise
648,1,0,1,employment status,number > of > accidents > at > work > by > nace > rev > 1 > 1 > activity > and > employment > status,0,1,1,False,Number of accidents at work by NACE Rev. 1.1 activity and employment status
648,2,0,1,severity,number > of > accidents > at > work > by > nace > rev > 1 > 1 > activity > and > severity,0,1,1,False,Number of accidents at work by NACE Rev. 1.1 activity and severity
