"title"	"code"	"type"	"last update of data"	"last table structure change"	"data start"	"data end"	"values"
"                            Population by group of country of birth, occupation and NUTS 2 region"	"cens_11cobo_r2"	"dataset"	"26.08.2015"	"10.01.2024"	"2011"	"2011"	744376
"                            Population by period of arrival in the country, country of birth and NUTS 2 region"	"cens_11arco_r2"	"dataset"	"26.08.2015"	"10.01.2024"	"2011"	"2011"	111558
"                    Data on families and households"	"cens_11rdf"	"folder"	" "	" "	" "	" "	
"                        Families by type, size and NUTS 3 region"	"cens_11fts_r3"	"dataset"	"23.04.2015"	"10.01.2024"	"2011"	"2011"	493066
"                        Private households by type, tenure status and NUTS 2 region"	"cens_11htts_r2"	"dataset"	"23.04.2015"	"10.01.2024"	"2011"	"2011"	57061
"                    Data on dwellings and housing arrangements"	"cens_11rdd"	"folder"	" "	" "	" "	" "	
"                        Population by housing arrangement and NUTS 2 region"	"cens_11hou_r2"	"dataset"	"26.08.2015"	"10.01.2024"	"2011"	"2011"	76991
"                        Conventional dwellings by occupancy status, type of building and NUTS 3 region"	"cens_11dwob_r3"	"dataset"	"23.04.2015"	"10.01.2024"	"2011"	"2011"	51969
"                Census 2001 round"	"reg_cens_01r"	"folder"	" "	" "	" "	" "	
"                    Population structure"	"cens_01rstr"	"folder"	" "	" "	" "	" "	
"                        Population by sex, citizenship and NUTS 3 region"	"cens_01rsctz"	"dataset"	"27.03.2009"	"03.01.2024"	"2001"	"2001"	77613
"                    Active population"	"cens_01ract"	"folder"	" "	" "	" "	" "	
"                        Population by sex, age group, current activity status and NUTS 3 region"	"cens_01rapop"	"dataset"	"27.03.2009"	"11.10.2024"	"2001"	"2001"	555759
"                        Total and active population by sex, age, employment status, residence one year prior to the census and NUTS 3 region"	"cens_01ramigr"	"dataset"	"27.03.2009"	"03.01.2024"	"2001"	"2001"	1482371
"                        Employed persons aged 15 and over by sex, citizenship, economic activity (NACE Rev. 1), status in employment and NUTS 3 region"	"cens_01ractz"	"dataset"	"27.03.2009"	"11.10.2024"	"2001"	"2001"	82241
"                    Educational attainment level"	"cens_01redu"	"folder"	" "	" "	" "	" "	
"                        Employed persons by sex, age group, educational attainment level, occupation (ISCO-88) and NUTS 3 region"	"cens_01reisco"	"dataset"	"27.03.2009"	"14.10.2024"	"2001"	"2001"	493041
"                        Population by sex, age group, educational attainment level, current activity status and NUTS 3 region"	"cens_01rews"	"dataset"	"27.03.2009"	"14.10.2024"	"2001"	"2001"	210708
"                    Households"	"cens_01rhou"	"folder"	" "	" "	" "	" "	
"                        Population by sex, age group, household status and NUTS 3 region"	"cens_01rhtype"	"dataset"	"27.03.2009"	"03.01.2024"	"2001"	"2001"	354029
"                        Population by sex, age group, size of household and NUTS 3 region"	"cens_01rhsize"	"dataset"	"09.02.2011"	"03.01.2024"	"2001"	"2001"	288476
"                        Private households by composition, size and NUTS 3 region"	"cens_01rheco"	"dataset"	"26.03.2009"	"03.01.2024"	"2001"	"2001"	59595
"                        Private households by composition, age group of children and NUTS 3 region"	"cens_01rhagchi"	"dataset"	"27.03.2009"	"03.01.2024"	"2001"	"2001"	29223
"                    Dwellings"	"cens_01rdws"	"folder"	" "	" "	" "	" "	
"                        Dwellings by type of housing, building and NUTS 3 region"	"cens_01rdhh"	"dataset"	"10.09.2009"	"23.05.2024"	"2001"	"2001"	28194
"                        Persons by type of building and NUTS 3 region"	"cens_01rdbuild"	"dataset"	"27.03.2009"	"03.01.2024"	"2001"	"2001"	4667
"            Regional economic accounts"	"reg_eco10"	"folder"	" "	" "	" "	" "	
"                Gross domestic product indicators"	"reg_eco10gdp"	"folder"	" "	" "	" "	" "	
"                    Gross domestic product (GDP) at current market prices by NUTS 2 region"	"nama_10r_2gdp"	"dataset"	"10.02.2026"	"10.02.2026"	"2000"	"2024"	75931
"                        Regional gross domestic product (PPS per inhabitant in % of the EU27 (from 2020) average) by NUTS 2 region"	"tgs00006"	"table"	"10.02.2026"	"10.02.2026"	"2013"	"2024"	3395
"                        Regional gross domestic product by NUTS 2 region"	"tgs00003"	"table"	"10.02.2026"	"10.02.2026"	"2013"	"2024"	7334
"                    Average annual population to calculate regional GDP data (thousand persons) by NUTS 3 region"	"nama_10r_3popgdp"	"dataset"	"10.02.2026"	"10.02.2026"	"2000"	"2024"	42409
"                    Gross domestic product (GDP) at current market prices by NUTS 3 region"	"nama_10r_3gdp"	"dataset"	"10.02.2026"	"10.02.2026"	"2000"	"2024"	296322
"                    Gross domestic product (GDP) and Gross value added (GVA) in volume by NUTS 2 region"	"nama_10r_2gvagr"	"dataset"	"23.03.2026"	"10.02.2026"	"2000"	"2024"	39980
"                        Gross domestic product (GDP) and Gross value added (GVA) in volume by NUTS 2 region"	"tgs00037"	"table"	"23.03.2026"	"10.02.2026"	"2013"	"2024"	12808
"                Branch and household accounts"	"reg_eco10brch"	"folder"	" "	" "	" "	" "	
"                    Gross value added at basic prices by NUTS 3 region"	"nama_10r_3gva"	"dataset"	"23.03.2026"	"10.02.2026"	"2000"	"2024"	1279670
"                    Gross fixed capital formation by NUTS 2 region for total economy and general government"	"nama_10r_2gfcf"	"dataset"	"26.03.2026"	"10.02.2026"	"2000"	"2024"	290322
"                    Compensation of employees by NUTS 2 region"	"nama_10r_2coe"	"dataset"	"10.02.2026"	"10.02.2026"	"2000"	"2024"	287944
"                    Employment (thousand persons) by NUTS 3 region"	"nama_10r_3empers"	"dataset"	"31.07.2026"	"01.06.2026"	"2000"	"2024"	1485615
"                    Employment (thousand hours worked) by NUTS 2 region"	"nama_10r_2emhrw"	"dataset"	"26.06.2026"	"01.06.2026"	"2000"	"2024"	384159
"                    Income of households by NUTS 2 region"	"nama_10r_2hhinc"	"dataset"	"20.05.2026"	"10.02.2026"	"2000"	"2024"	276008
"                        Disposable income of private households by NUTS 2 region"	"tgs00026"	"table"	"20.05.2026"	"10.02.2026"	"2013"	"2024"	2857
"                        Primary income of private households by NUTS 2 region"	"tgs00036"	"table"	"20.05.2026"	"10.02.2026"	"2013"	"2024"	2857
"            Regional education statistics"	"reg_educ"	"folder"	" "	" "	" "	" "	
"                Regional education statistics - ISCED 2011"	"reg_educ_11"	"folder"	" "	" "	" "	" "	
"                    Pupils enrolled in early childhood education by sex and NUTS 2 region"	"educ_uoe_enrp03"	"dataset"	"30.04.2026"	"02.02.2026"	"2013"	"2024"	34878
"                    Pupils enrolled in primary education by sex and NUTS 2 region"	"educ_uoe_enrp06"	"dataset"	"30.04.2026"	"02.02.2026"	"2013"	"2024"	15790
"                    Pupils enrolled in lower-secondary education by programme orientation, sex and NUTS 2 region"	"educ_uoe_enrs03"	"dataset"	"30.04.2026"	"02.02.2026"	"2013"	"2024"	38648
"                    Pupils enrolled in upper secondary education by programme orientation, sex and NUTS 2 region"	"educ_uoe_enrs06"	"dataset"	"30.04.2026"	"02.02.2026"	"2013"	"2024"	47304
"                    Pupils enrolled in post-secondary non-tertiary education by programme orientation, sex and NUTS 2 region"	"educ_uoe_enrs09"	"dataset"	"30.04.2026"	"02.02.2026"	"2013"	"2024"	29262
"                    Ratio of the proportion of tertiary students over the proportion of the population by NUTS 1 and NUTS 2 region"	"educ_uoe_enrt05"	"dataset"	"29.04.2026"	"02.02.2026"	"2013"	"2024"	4425
"                    Students enrolled in tertiary education by education level, programme orientation, sex and NUTS 2 region"	"educ_uoe_enrt06"	"dataset"	"29.04.2026"	"02.02.2026"	"2013"	"2024"	88571
"                    Pupils and students enrolled by education level, sex and NUTS 2 region"	"educ_uoe_enra11"	"dataset"	"30.04.2026"	"02.02.2026"	"2013"	"2024"	152290
"                    Pupils and students enrolled by sex, age and NUTS 2 region"	"educ_uoe_enra12"	"dataset"	"30.04.2026"	"02.02.2026"	"2013"	"2024"	523750
"                    Distribution of pupils and students enrolled in general and vocational programmes by education level and NUTS 2 region"	"educ_uoe_enra13"	"dataset"	"30.04.2026"	"02.02.2026"	"2013"	"2024"	25131
"                    Participation rates of selected age groups in education at regional level"	"educ_uoe_enra14"	"dataset"	"30.04.2026"	"02.02.2026"	"2013"	"2024"	18578
"                    Participation rates in selected education levels at regional level"	"educ_uoe_enra15"	"dataset"	"30.04.2026"	"02.02.2026"	"2012"	"2024"	15329
"                    Pupils from age 4 to the starting age of compulsory education at primary level by NUTS 2 region - % of the population of the corresponding age"	"educ_uoe_enra17"	"dataset"	"30.04.2026"	"02.02.2026"	"2013"	"2024"	4678
"                    Pupils from age 3 to the starting age of compulsory education at primary level by NUTS 2 region - % of the population of the corresponding age"	"educ_uoe_enra22"	"dataset"	"30.04.2026"	"02.02.2026"	"2013"	"2024"	4111
"                Regional education statistics - ISCED 1997"	"reg_educ_97"	"folder"	" "	" "	" "	" "	
"                    Students by level of education, orientation, sex and NUTS 2 region (1998-2012)"	"educ_renrlrg1"	"dataset"	"15.03.2019"	"10.01.2024"	"1998"	"2012"	178017
"                    Students by age, sex and NUTS 2 region (1998-2012)"	"educ_renrlrg3"	"dataset"	"15.03.2019"	"10.01.2024"	"1998"	"2012"	386871
"                    Education indicators by NUTS 2 region (1998-2012)"	"educ_regind"	"dataset"	"15.03.2019"	"10.01.2024"	"1998"	"2012"	43221
"                Regional education statistics"	"reg_educ_"	"folder"	" "	" "	" "	" "	
"                    Participation rate in education and training (last 4 weeks) by NUTS 2 region"	"trng_lfse_04"	"dataset"	"11.06.2026"	"11.06.2026"	"2000"	"2025"	68244
"                    Population in private households by educational attainment level and NUTS 2 region"	"edat_lfse_04"	"dataset"	"11.06.2026"	"11.06.2026"	"2000"	"2025"	641583
"                        Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region"	"tgs00109"	"table"	"11.06.2026"	"11.06.2026"	"2014"	"2025"	11090
"                        Persons aged 25-34 with tertiary educational attainment level by sex and NUTS 1 region"	"tgs00105"	"table"	"11.06.2026"	"11.06.2026"	"2014"	"2025"	4116
"                    Early leavers from education and training by NUTS 2 region"	"edat_lfse_16"	"dataset"	"11.06.2026"	"11.06.2026"	"2000"	"2025"	29768
"                    Young persons neither in employment nor in education and training by NUTS 2 region (NEET rates)"	"edat_lfse_22"	"dataset"	"11.06.2026"	"11.06.2026"	"2000"	"2025"	129161
"                    Employment rates of young persons not in education and training by educational attainment level, years since completion of highest level of education and NUTS 2 region"	"edat_lfse_33"	"dataset"	"11.06.2026"	"11.06.2026"	"2000"	"2025"	3443817
"            Regional science and technology statistics"	"reg_sct"	"folder"	" "	" "	" "	" "	
"                R&D expenditure and personnel"	"reg_rd"	"folder"	" "	" "	" "	" "	
"                    R&D personnel and researchers by sector of performance, sex and NUTS 2 region"	"rd_p_persreg"	"dataset"	"18.03.2026"	"18.03.2026"	"1980"	"2024"	646712
"                        Researchers in all sectors by NUTS 2 region"	"tgs00043"	"table"	"18.03.2026"	"18.03.2026"	"2013"	"2024"	2243
"                    GERD by sector of performance and NUTS 2 region"	"rd_e_gerdreg"	"dataset"	"18.03.2026"	"18.03.2026"	"1980"	"2024"	303687
"                        Intramural R&D expenditure (GERD) by NUTS 2 region"	"tgs00042"	"table"	"18.03.2026"	"18.03.2026"	"2013"	"2024"	2377
"                Regional business innovation"	"reg_inn"	"folder"	" "	" "	" "	" "	
"                    Enterprises, employed persons and turnover by innovation status and NUTS 2 region (CIS2022)"	"inn_cis13_bas_r"	"dataset"	"30.04.2025"	"29.04.2026"	"2022"	"2022"	1516
"                    Enterprises and employed persons by innovation capabilities and NUTS 2 region (CIS2022)"	"inn_cis13_bas_ip_r"	"dataset"	"30.04.2025"	"21.04.2026"	"2022"	"2022"	389
"                    Turnover from new or significantly improved products by NUTS 2 region (CIS2022)"	"inn_cis13_prodt_r"	"dataset"	"30.04.2025"	"30.04.2025"	"2022"	"2022"	331
"                    Innovation active enterprises' expenditure on R&D and innovation by type and NUTS 2 region (CIS2022)"	"inn_cis13_exp_r"	"dataset"	"30.04.2025"	"30.04.2025"	"2022"	"2022"	369
"                    Enterprises that co-operated on innovation activities with other entities by NUTS 2 region (CIS2022)"	"inn_cis13_co_r"	"dataset"	"30.04.2025"	"30.04.2025"	"2022"	"2022"	194
"                Employment in high technology sectors"	"reg_htec"	"folder"	" "	" "	" "	" "	
"                    Employed persons in technology and knowledge-intensive sectors by NACE Rev. 1.1 activity and NUTS 2 region (1999-2008)"	"htec_emp_reg"	"dataset"	"09.01.2026"	"09.01.2026"	"1999"	"2008"	600292
"                    Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026)"	"htec_emp_reg2"	"dataset"	"30.06.2026"	"17.04.2026"	"2008"	"2025"	1443204
"                    Employed persons in technology and knowledge-intensive sectors by NACE Rev. 1.1 activity, NUTS 1 region and occupation (1999-2008)"	"htec_emp_risco"	"dataset"	"09.01.2026"	"09.01.2026"	"1999"	"2008"	263938
"                    Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity, NUTS 1 region and occupation (2008-2026)"	"htec_emp_risco2"	"dataset"	"30.06.2026"	"17.04.2026"	"2008"	"2025"	634274
"                    Employed persons in technology and knowledge-intensive sectors by NACE Rev. 1.1 activity, NUTS 1 region and educational attainment level (1999-2008)"	"htec_emp_risced"	"dataset"	"09.01.2026"	"09.01.2026"	"1999"	"2008"	283626
"                    Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity, NUTS 1 region and educational attainment level (2008-2026)"	"htec_emp_risced2"	"dataset"	"30.06.2026"	"17.04.2026"	"2008"	"2025"	648410
"                Human Ressources in Science and Technology (HRST)"	"reg_hrst"	"folder"	" "	" "	" "	" "	
"                    Human resources in science and technology (HRST) by category and NUTS 2 region"	"hrst_st_rcat"	"dataset"	"30.06.2026"	"17.04.2026"	"1999"	"2025"	179805
"                        Human resources in science and technology (HRST) by NUTS 2 region"	"tgs00038"	"table"	"30.06.2026"	"17.04.2026"	"2014"	"2025"	3706
"                    Human resources in science and technology (HRST) by category, NUTS 1 region and sex"	"hrst_st_rsex"	"dataset"	"30.06.2026"	"17.04.2026"	"1999"	"2025"	179432
"                    Human resources in science and technology (HRST) by category, NUTS 1 region and age"	"hrst_st_rage"	"dataset"	"30.06.2026"	"17.04.2026"	"1999"	"2025"	353167
"                    Employed HRST by category, NACE Rev. 1.1 activity and NUTS 1 region (1994 - 2007)"	"hrst_st_rsec"	"dataset"	"14.04.2021"	"10.01.2024"	"1999"	"2008"	320056
"                    Employed persons in science and technology (HRST) by category, NACE Rev. 2 activity and NUTS 1 region (2008-2026)"	"hrst_st_rsec2"	"dataset"	"30.06.2026"	"17.04.2026"	"2008"	"2025"	774780
"                Intellectual property rights - Patents"	"reg_pat"	"folder"	" "	" "	" "	" "	
"                    Patent applications to the EPO by priority year by NUTS 3 region (1977-2012)"	"pat_ep_rtot"	"dataset"	"29.04.2016"	"10.01.2024"	"1977"	"2012"	104106
"                    Patent applications to the EPO by priority year by NUTS 3 region, international patent classification (IPC) sections and classes (1977-2013)"	"pat_ep_ripc"	"dataset"	"29.04.2016"	"10.01.2024"	"1977"	"2012"	3965827
"                    High-tech patent applications to the EPO by priority year and NUTS 3 region (1977-2012)"	"pat_ep_rtec"	"dataset"	"29.04.2016"	"10.01.2024"	"1977"	"2012"	316701
"            Regional structural business statistics"	"reg_sbs"	"folder"	" "	" "	" "	" "	
"                SBS data by NUTS 2 region and NACE Rev. 2 (2008-2020)"	"sbs_r_nuts06_r2"	"dataset"	"01.03.2024"	"10.01.2024"	"2008"	"2020"	1941405
"                Multiannual statistics for distributive trades (NACE Rev. 2, G) by NUTS 2 region (2009-2014)"	"sbs_r_3k_my_r2"	"dataset"	"24.05.2019"	"10.01.2024"	"2009"	"2014"	26211
